Object Name,N-fixed,N-daily,i-fixed,i-daily,w-fixed,w-daily,a,e-fixed,e-daily,M-fixed,M-daily
Sun,0.000000,0.00000E+00,0.000000,0.00000E+00,282.940400,4.70934E-05,1.000000,0.016709,1.15100E-09,356.047000,9.85600E-01
